time,avg_txn_size,avg_txn_fee
2024-02-03 00:00:00.000 UTC,50017.32599481166,14.816610489023684
2024-08-15 00:00:00.000 UTC,63215.215307602884,0.7619773243917037
2024-01-01 00:00:00.000 UTC,34595.234212221985,14.324119222842514
2024-04-01 00:00:00.000 UTC,270181.9022259404,5.825607065387236
2024-12-01 00:00:00.000 UTC,57507.91941464135,2.799806550909377
2024-05-28 00:00:00.000 UTC,117932.9434007572,2.0623498484028646
2024-10-25 00:00:00.000 UTC,74890.84201741157,4.7331244096585605
2024-01-09 00:00:00.000 UTC,113846.10332349739,11.182170833614228
2024-07-13 00:00:00.000 UTC,42827.41268957603,1.5427764973490932
2024-04-15 00:00:00.000 UTC,121334.96181678069,20.044105402747956
2024-10-17 00:00:00.000 UTC,61057.08535521301,6.322756305479632
2024-01-02 00:00:00.000 UTC,104699.44637153766,17.567902888925502
2024-02-28 00:00:00.000 UTC,220898.76253625992,8.59070459138787
2024-06-24 00:00:00.000 UTC,107835.70442829284,2.2902706868523355
2024-11-06 00:00:00.000 UTC,187476.52598393438,1.2234654234097408
2024-10-12 00:00:00.000 UTC,33062.1930044279,3.8279167141110673
2024-11-25 00:00:00.000 UTC,161896.5574644345,1.8323428095011258
2024-06-11 00:00:00.000 UTC,120480.84813565417,6.456534563235881
2024-02-16 00:00:00.000 UTC,155746.76559332843,5.46195787369158
2024-07-26 00:00:00.000 UTC,88111.34778354396,1.5209472128292145
2024-04-21 00:00:00.000 UTC,48488.07493905924,34.85783967109789
2024-09-16 00:00:00.000 UTC,108295.67588214298,0.749980044922462
2024-03-19 00:00:00.000 UTC,152979.06791540436,6.394789081968102
2024-04-14 00:00:00.000 UTC,91274.12315926017,10.34983561096469
2024-04-20 00:00:00.000 UTC,39233.41637108957,128.0609370787498
2024-07-27 00:00:00.000 UTC,88643.842848479,1.5665099161431102
2024-03-26 00:00:00.000 UTC,257293.7719859051,7.020140086056971
2024-05-10 00:00:00.000 UTC,61547.831353583475,2.716342921084022
2024-12-08 00:00:00.000 UTC,105214.45413722385,3.6138352968145093
2024-01-20 00:00:00.000 UTC,39335.45413464253,5.337692311041828
2024-10-14 00:00:00.000 UTC,64145.716885812886,2.713565310185159
2024-02-19 00:00:00.000 UTC,118128.87228213894,4.152922104199509
2024-11-21 00:00:00.000 UTC,280098.25134282274,4.46182688583105
2024-06-29 00:00:00.000 UTC,38769.91334087556,1.3862402942987113
2024-07-18 00:00:00.000 UTC,77001.4412421535,1.4517843573040845
2024-08-14 00:00:00.000 UTC,110141.57109043573,0.9501211607272271
2024-09-15 00:00:00.000 UTC,49286.00261195162,0.5331094573374524
2024-11-10 00:00:00.000 UTC,114589.38392720446,1.53462673612975
2024-01-23 00:00:00.000 UTC,104422.7353218055,9.476740239729331
2024-01-10 00:00:00.000 UTC,157057.32028727664,10.043396557487291
2024-08-08 00:00:00.000 UTC,102617.2294064483,1.0757001834988873
2024-02-24 00:00:00.000 UTC,80314.82074837714,3.9054268399673813
2024-12-12 00:00:00.000 UTC,155587.6707995242,4.176753676633268
2024-05-25 00:00:00.000 UTC,29945.735991808644,1.7431705528340726
2024-04-07 00:00:00.000 UTC,73245.4122739171,2.8671595853398952
2024-09-23 00:00:00.000 UTC,82378.48147423287,0.8473415960423979
2024-09-12 00:00:00.000 UTC,108770.5020394166,0.8580484774871309
2024-07-28 00:00:00.000 UTC,33836.75796880242,0.7346262342988155
2024-10-31 00:00:00.000 UTC,107135.9379794293,8.360149824180395
2024-02-21 00:00:00.000 UTC,142990.00177901867,4.390882388684097
